Date,GL Account,Credit,Debit,Property Name
6/1/2025,1150 - OPERATING CASH IN BANK,,96,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,000.00",Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,622.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,99,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,050.00",Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Castle Creek Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Woodridge Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Woodridge Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,550.00",Woodridge Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,34.1,Woodridge Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,775.00",Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,075.00",Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,35,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,060.00",Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,4,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,50,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,4,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,232,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,40,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,3,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,175.00","Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,800.00",Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,45,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,285.00",Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,550.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,050.00",University Townhomes
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,University Townhomes
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,University Townhomes
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,950,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,415.00",Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,735.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Infinity Las Casitas Apartments LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Infinity Las Casitas Apartments LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,300.00",Infinity Las Casitas Apartments LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,3,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,125.00","Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"3,514.88",Collins Shopping Plaza
6/1/2025,1150 - OPERATING CASH IN BANK,,406.03,Collins Shopping Plaza
6/1/2025,1150 - OPERATING CASH IN BANK,,345.13,Collins Shopping Plaza
6/1/2025,1150 - OPERATING CASH IN BANK,,127.98,Collins Shopping Plaza
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,450.00",Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,25,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,65,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,775.00",Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,050.00",Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Luna At Hollywood
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",Parc Place Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,3,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,250.00","Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,700.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,3,The Standard at 2690
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,The Standard at 2690
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,275.00",The Standard at 2690
6/1/2025,1150 - OPERATING CASH IN BANK,,2,The Standard at 2690
6/1/2025,1150 - OPERATING CASH IN BANK,,25,The Standard at 2690
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,3,"Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,020.00","Infinity Reserve at Waters, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,750.00",Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,85,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,25,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,700.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,2,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,4,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,48,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,48,Royal Manor
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,350.00",Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Grove at Temple Terrace
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Grove at Temple Terrace
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,385.00",Grove at Temple Terrace
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,925.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,"Infinity Magnolia 2, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,"Infinity Magnolia 2, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,000.00","Infinity Magnolia 2, LLC"
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,885.00",Laguna Place
6/1/2025,1150 - OPERATING CASH IN BANK,,240,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,601.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,99,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,96,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,322.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,14,Roselea Manor Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Roselea Manor Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Roselea Manor Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,178,Roselea Manor Apartments
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,335.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,96,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,150,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,250.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,104,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,742.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,900,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Infinity Magnolia LLC
6/1/2025,1150 - OPERATING CASH IN BANK,,9.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,3,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,65,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,25,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,525.00",Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,700.00",South Bay Plantation
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,550.00",Lakeside Condominiums
6/1/2025,1150 - OPERATING CASH IN BANK,,"2,829.87",Collins Shopping Plaza
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,690.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,99,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,525.00",Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,65,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,25,Azure Villas
6/1/2025,1150 - OPERATING CASH IN BANK,,10.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,4.5,Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,"1,550.00",Buena Vista
6/1/2025,1150 - OPERATING CASH IN BANK,,99,Buena Vista
