Date,GL Account,Credit,Debit,Property Name
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,950.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,775.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,075.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,800.00",Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,99.00,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,450.00",Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,815.00",Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,85.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,"Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,"Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,175.00","Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,275.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,2.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,145.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,8.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,650.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,750.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,50.00,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,4.00,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,238.00,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,650.00",Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,104.00,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Grove at Temple Terrace
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Grove at Temple Terrace
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,500.00",Grove at Temple Terrace
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,925.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,800.00",Luna At Hollywood
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,375.00",The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,2.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,250.00",Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,96.00,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Buena Vista
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,100.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,025.00",Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,700.00",Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,075.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,55.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,65.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,840.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,425.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,476.17",Collins Shopping Plaza
06/04/2025,1150 - OPERATING CASH IN BANK,,841.91,Collins Shopping Plaza
06/04/2025,1150 - OPERATING CASH IN BANK,,367.06,Collins Shopping Plaza
06/04/2025,1150 - OPERATING CASH IN BANK,,"9,184.84",Collins Shopping Plaza
06/04/2025,1150 - OPERATING CASH IN BANK,,375.09,Collins Shopping Plaza
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Infinity Magnolia LLC
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,350.00",The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,2.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,50.00,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,4.00,Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,105.00",Royal Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,275.00",The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,2.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,050.00",University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,600.00",Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,985.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,425.00",The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,2.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,215.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,450.00",Parc Place Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,425.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,950.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,500.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,500.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,200.00,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Castle Creek Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,405.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,450.00",The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,2.00,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,The Standard at 2690
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Woodridge Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Woodridge Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,500.00",Woodridge Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,33.00,Woodridge Manor
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,525.00",Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,65.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,200.00",University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,830.00,"Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,"Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,"Infinity Reserve at Waters, LLC"
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,050.00",University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,885.00",Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,585.00",Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,45.00,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,675.00",Laguna Place
06/04/2025,1150 - OPERATING CASH IN BANK,,75.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,170.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,University Townhomes
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,905.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,750.00",Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,85.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,900.00",Lakeside Condominiums
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,325.00",The Oaks Apartments
06/04/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,"1,865.00",Clear Lake Palms
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,4.50,South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,"2,150.00",South Bay Plantation
06/04/2025,1150 - OPERATING CASH IN BANK,,10.50,Buena Vista
