Reference,Bill Date,Due Date,GL Account,Property,Unit,Payee Name,Paid,Unpaid,Check #,Paid Date,Description,Work Order Issue,Approval Status,Property Name,GL Account Name
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",M30 - HOME,HD Supply Facilities Maintenance,149.00,0.00,290469548,09/18/2024,Microwave,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",M30 - HOME,HD Supply Facilities Maintenance,21.39,0.00,290469548,09/18/2024,Cord,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",M30 - HOME,HD Supply Facilities Maintenance,19.44,0.00,290469548,09/18/2024,Dishwasher Connector,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",M30 - HOME,HD Supply Facilities Maintenance,151.35,0.00,290469548,09/18/2024,Taxes,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,449.00,0.00,290469548,09/18/2024,Fridge,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,549.00,0.00,290469548,09/18/2024,Stove,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,319.00,0.00,290469548,09/18/2024,Dishwasher,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,149.00,0.00,290469548,09/18/2024,Microwave,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,21.39,0.00,290469548,09/18/2024,Cord,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,19.44,0.00,290469548,09/18/2024,Dishwasher Connector,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",H08,HD Supply Facilities Maintenance,151.35,0.00,290469548,09/18/2024,Taxes,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",E19,HD Supply Facilities Maintenance,449.00,0.00,290469548,09/18/2024,Fridge,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",E19,HD Supply Facilities Maintenance,35.92,0.00,290469548,09/18/2024,Taxes,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D07,HD Supply Facilities Maintenance,319.00,0.00,290469548,09/18/2024,Dishwasher,Door,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D07,HD Supply Facilities Maintenance,549.00,0.00,290469548,09/18/2024,Stove,Door,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D07,HD Supply Facilities Maintenance,151.28,0.00,290469548,09/18/2024,taxes,Door,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,449.00,0.00,290469548,09/18/2024,Refigerator,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,549.00,0.00,290469548,09/18/2024,Range,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,319.00,0.00,290469548,09/18/2024,Dishwasher,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,149.00,0.00,290469548,09/18/2024,Microwave,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,21.39,0.00,290469548,09/18/2024,Connector,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,19.44,0.00,290469548,09/18/2024,Dishwasher Line,,Approved,Park Creek Apartments,Appliances
9229345931,08/30/2024,09/29/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D22 - HOME,HD Supply Facilities Maintenance,120.51,0.00,290469548,09/18/2024,Taxes,,Approved,Park Creek Apartments,Appliances
9230468177,10/07/2024,11/06/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",D07,HD Supply Facilities Maintenance,"1,294.08",0.00,303423027,12/18/2024,"Stove, and fridge",,Approved,Park Creek Apartments,Appliances
9230468176,10/07/2024,11/06/2024,1395 - Appliances,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",G05,HD Supply Facilities Maintenance,"1,077.84",0.00,303423027,12/18/2024,Stove and fridge,,Approved,Park Creek Apartments,Appliances
Loan Refinancing Fee,08/30/2024,08/30/2024,1398 - Closing Cost,"South Bay Plantation - 1901 Rookery Bay Drive Naples, FL 34114",,Fish Properties LLC,"95,200.00",0.00,2F16-39A6,09/03/2024,Loan Refinancing Fee,,Approved,South Bay Plantation,Closing Cost
Sale Process Fee,11/12/2024,11/12/2024,1398 - Closing Cost,"Garden Court - 4060 Janice Drive East Point, GA 30344",,Fish Properties LLC,"35,400.00",0.00,9DE7-AE50,11/12/2024,Sale Process Fee,,Approved,Garden Court,Closing Cost
Closing Fees,11/15/2024,11/15/2024,1398 - Closing Cost,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",,Fish Properties LLC,"145,600.00",0.00,2722-3C00,11/18/2024,Closing Fees,,Approved,Park Creek Apartments,Closing Cost
2600-102 Purchase Deposit,03/05/2025,03/05/2025,1398 - Closing Cost,"Lakeside Condominiums - 2700 NW 39th Way Lauderdale Lakes, FL 33311",,Law Offices of Isaac Benmergui PA,"75,000.00",0.00,F193-B450,03/05/2025,2600-102 Purchase Deposit,,Approved,Lakeside Condominiums,Closing Cost
2301 Purchase Deposit,05/07/2025,06/06/2025,1398 - Closing Cost,"South Bay Plantation - 1901 Rookery Bay Drive Naples, FL 34114",,Law Offices of Isaac Benmergui PA,"60,000.00",0.00,649C-7850,05/08/2025,2301 Purchase Deposit,,Approved,South Bay Plantation,Closing Cost
007908159,07/01/2024,07/31/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",623,Chadwell Supply,585.77,0.00,9999,08/12/2024,EN 6 30 DOLBS FLG 30 GAL SHORT ELECTRIC WATER HEATER,,Approved,The Standard at 2690,Building Improvements
007909575,07/01/2024,07/31/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",425,Chadwell Supply,"1,284.00",0.00,9999,08/12/2024,New condenser needed,Air Conditioner,Approved,The Standard at 2690,Building Improvements
007910644,07/01/2024,07/31/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",710,Chadwell Supply,640.93,0.00,9999,08/12/2024,New refrigerator needed,,Approved,The Standard at 2690,Building Improvements
T4-480459,07/01/2024,07/01/2024,1405 - Building Improvements,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",11b-182,Elite Flooring,554.90,0.00,1130,08/09/2024,182 - CARPET REPLACEMENT,,Approved,Grove at Temple Terrace,Building Improvements
Reimbursement for Guido's Arizona Rent July 2024,07/01/2024,07/01/2024,1405 - Building Improvements,"Infinity Gardens Apartments LLC - 6826 North 45th Ave Glendale, AZ 85301",,Infinity Phoenix LLC dba Woodridge Manors Apartments,185.12,0.00,F70E-79A3,07/02/2024,Reimbursement for Guido's Arizona Rent July 2024,,Approved,Infinity Gardens Apartments LLC,Building Improvements
Reimbursement for Guido's Arizona Rent July 2024,07/01/2024,07/01/2024,1405 - Building Improvements,"Infinity Las Casitas Apartments LLC - 4444 W Ocotillo Rd. Glendale, AZ 85301",,Infinity Phoenix LLC dba Woodridge Manors Apartments,"1,279.76",0.00,F762-7783,07/02/2024,Reimbursement for Guido's Arizona Rent July 2024,,Approved,Infinity Las Casitas Apartments LLC,Building Improvements
CG49BDR6,07/01/2024,07/01/2024,1405 - Building Improvements,"Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",17-203,Interior Logic Group Property Services,593.95,0.00,8A5E-816C,08/09/2024,CARPET REPLACEMENT,,Approved,Laguna Place,Building Improvements
CG4GBDRU,07/01/2024,07/01/2024,1405 - Building Improvements,"Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",08-107,Interior Logic Group Property Services,992.41,0.00,8A5E-816C,08/09/2024,VIYNL REPLACEMENT IN ALL WET AREAS,,Approved,Laguna Place,Building Improvements
Guido's Arizona Rent July 2024,07/01/2024,07/01/2024,1405 - Building Improvements,"Woodridge Manor - 6575 W. Ocotillo Rd Glendale, AZ 85301",,Mosaic Apartments,"2,044.39",0.00,ACH 07/02/24,07/02/2024,Guido's Arizona Rent July 2024,,Approved,Woodridge Manor,Building Improvements
JAY0005035,07/01/2024,07/31/2024,1405 - Building Improvements,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",3-019,REDI CARPET,748.45,0.00,1465,07/31/2024,Carpet replacement Unit for Rent,Carpet,Approved,University Townhomes,Building Improvements
JAY0005036,07/01/2024,07/31/2024,1405 - Building Improvements,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",12-075,REDI CARPET,747.05,0.00,1465,07/31/2024,Carpet replacement Unit for Rent,Carpet,Approved,University Townhomes,Building Improvements
INV 94647,07/01/2024,08/12/2024,1405 - Building Improvements,"Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",,WKL Roofing LLC,"30,740.00",0.00,"2F73-5334, 7D80-6147",09/18/2024,Soffit & Facia,,Approved,Roselea Manor Apartments,Building Improvements
INV 94646,07/01/2024,08/12/2024,1405 - Building Improvements,"Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",,WKL Roofing LLC,"1,050.00",0.00,"2F73-5334, 7D80-6147",09/18/2024,Soffit & Facia  Change Order Additional Fascia metal,,Approved,Roselea Manor Apartments,Building Improvements
INV 94645,07/01/2024,08/12/2024,1405 - Building Improvements,"Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",,WKL Roofing LLC,"4,500.00",0.00,"2F73-5334, 7D80-6147",09/18/2024,Soffit & Facia  Change Order Additional Fascia metal,,Approved,Roselea Manor Apartments,Building Improvements
007909140,07/02/2024,08/01/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",429,Chadwell Supply,368.08,0.00,9999,08/12/2024,"AMANA 24"" DISHWASHER - BLACK - ADB1400AMB",,Exempt,The Standard at 2690,Building Improvements
007912273,07/02/2024,08/01/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",429,Chadwell Supply,716.90,0.00,9999,08/12/2024,GOODMAN 2.5 TON 5KW WALL MOUNT AIR HANDLER-ALL,Air Conditioner,Approved,The Standard at 2690,Building Improvements
2300619,07/02/2024,08/01/2024,1405 - Building Improvements,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",,"Contractors Services Unlimited, Inc","16,800.00",0.00,"329219, 356547",09/11/2024,"Architectural Plans, Structural Plans, Permit Support.",,Approved,Collins Shopping Plaza,Building Improvements
5235 WH replace EMERGENCY,07/02/2024,07/02/2024,1405 - Building Improvements,"Azure Villas - 3252 SW 52nd Ave Pembroke Park, FL 33023",4-5235,Douyon Maintenance Inc,"1,400.00",0.00,"A234-67D2, EE79-7076",07/11/2024,water heater replacement EMERGENCY,,Approved,Azure Villas,Building Improvements
1351,07/02/2024,07/02/2024,1405 - Building Improvements,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",6778,Florida Clean Air Plus,"1,400.00",0.00,9999,07/23/2024,Fixing the ac for unit 6778 before move in,,Approved,Collins Shopping Plaza,Building Improvements
JJAC-0858,07/02/2024,07/02/2024,1405 - Building Improvements,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",65,J & J AC and Heating INC,"2,200.00",0.00,CBF0-97A6,07/12/2024,"Replaced Air Conditioning System, GOODMAN, 2.0 Ton,",,Approved,Infinity Magnolia LLC,Building Improvements
15896996-00,07/02/2024,08/01/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",523,Lowe's Pro Supply,435.65,0.00,285801803,08/17/2024,AOSMITH 28GL LOWBOY ELEC WTR HTR E6-30L45DB TTP,Water Heater,Approved,The Standard at 2690,Building Improvements
15897089-00,07/02/2024,08/01/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",429,Lowe's Pro Supply,435.65,0.00,285801803,08/17/2024,STATE ELECTRIC WATER HEATER 30 GALLON SHORT WITH INSULATION BLANKET,Water Heater,Approved,The Standard at 2690,Building Improvements
15897670-00,07/02/2024,08/01/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",523,Lowe's Pro Supply,663.40,0.00,285801803,08/17/2024,5KW HEAT2.5T WALL-MOUNT 5KW HEAT,Air Conditioner,Approved,The Standard at 2690,Building Improvements
195,07/02/2024,07/02/2024,1405 - Building Improvements,"Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",B09,VIRA REALTY SOURCE LLC,"2,400.00",0.00,E06D-9A3A,08/09/2024,Make ready / Punch,,Approved,Park Creek Apartments,Building Improvements
i7228,07/03/2024,07/03/2024,1405 - Building Improvements,"Infinity Reserve at Waters, LLC - 6100 Arlington Expressway Jacksonville, FL 32211",,A Plus Environmental Solutions,658.93,0.00,2596-2EE6,07/19/2024,Pump Pull - pump for main lift station was detached from well,,Approved,"Infinity Reserve at Waters, LLC",Building Improvements
007920280,07/03/2024,08/02/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",,Chadwell Supply,368.08,0.00,9999,08/12/2024,White dishwasher,,Exempt,The Standard at 2690,Building Improvements
JJAC-0868,07/03/2024,08/03/2024,1405 - Building Improvements,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",H1,J & J AC and Heating INC,"2,200.00",0.00,9A19-7B20,09/05/2024,Install Goodman 2.0 Ton R410A strsight cool  new condenser,,Approved,Infinity Magnolia LLC,Building Improvements
15895804-00,07/03/2024,08/02/2024,1405 - Building Improvements,"Lakeside Condominiums - 2700 NW 39th Way Lauderdale Lakes, FL 33311",2425-103,Lowe's Pro Supply,406.60,0.00,281993961,07/23/2024,Water Heater,,Approved,Lakeside Condominiums,Building Improvements
15885781-00,07/03/2024,08/02/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",523,Lowe's Pro Supply,309.66,0.00,285801803,08/17/2024,Granite counter top,,Exempt,The Standard at 2690,Building Improvements
15906496-00,07/03/2024,08/02/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",214,Lowe's Pro Supply,"1,175.93",0.00,285801803,08/17/2024,Lowe's Pro - Condenser 2 ton,Air Conditioner,Approved,The Standard at 2690,Building Improvements
857541,07/03/2024,07/03/2024,1405 - Building Improvements,"LAND WINTERSET - 6400 Cypres Gardens Blvd. Winter Haven, FL 33884",,Sandberg Phoenix,"1,528.80",0.00,665D-30FC,08/09/2024,Professional Service Rendered Through 06/30/24,,Approved,LAND WINTERSET,Building Improvements
DG49BGPR,07/05/2024,07/05/2024,1405 - Building Improvements,"Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",09-103,Interior Logic Group Property Services,"2,328.07",0.00,8A5E-816C,08/09/2024,FLOOR REPLACEMENT,,Approved,Laguna Place,Building Improvements
CG4GBGOO,07/05/2024,07/05/2024,1405 - Building Improvements,"Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",08-303,Interior Logic Group Property Services,"1,832.49",0.00,8A5E-816C,08/09/2024,08-303 New Floor,,Approved,Laguna Place,Building Improvements
T4-480386,07/06/2024,07/06/2024,1405 - Building Improvements,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",4b-230,Elite Flooring,453.19,0.00,1126,07/23/2024,230 vinyl in wet areas,,Approved,Grove at Temple Terrace,Building Improvements
JJAC-0867,07/06/2024,08/06/2024,1405 - Building Improvements,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",23,J & J AC and Heating INC,"1,500.00",0.00,6FBC-368E,07/19/2024,J&jJ Ac heating - Install GoodMan Air Handler,,Approved,Infinity Magnolia LLC,Building Improvements
007933677,07/08/2024,08/07/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",,Chadwell Supply,"2,000.90",0.00,9999,08/12/2024,Chadwell - New Air handler and Condenser for the maintenance shop,,Approved,The Standard at 2690,Building Improvements
: 007931093,07/08/2024,08/07/2024,1405 - Building Improvements,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",415-115,Chadwell Supply,373.43,0.00,ACH 7/29/24,07/29/2024,"1.5/2.0 TON SLANT COIL 16""W X 16""H X 3-1/2""D - REPLACEMENT
FOR GOODMAN
",Air Conditioner,Exempt,Clear Lake Palms,Building Improvements
007931458,07/08/2024,08/07/2024,1405 - Building Improvements,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",415-102,Chadwell Supply,951.23,0.00,9999,09/17/2024,BROTHERS 2.0 TON 14.3 SEER2 R410A CONDENSER - BRO-24CN5,Air Conditioner,Approved,Clear Lake Palms,Building Improvements
007931459,07/08/2024,08/07/2024,1405 - Building Improvements,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",437-207,Chadwell Supply,951.23,0.00,9999,09/17/2024,BROTHERS 2.0 TON 14.3 SEER2 R410A CONDENSER - BRO-24CN5,,Approved,Clear Lake Palms,Building Improvements
007928978,07/08/2024,08/07/2024,1405 - Building Improvements,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",3-019,Chadwell Supply,611.68,0.00,9999,08/20/2024,EN6 40 DORS 40 GAL MEDIUM ELECTRIC WATER HEATER,,Approved,University Townhomes,Building Improvements
T4-480495,07/08/2024,07/08/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",812,Elite Flooring,"1,082.98",0.00,1957,08/09/2024,Carpet throughout townhouse,,Approved,The Standard at 2690,Building Improvements
T4-480493,07/08/2024,07/08/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",812,Elite Flooring,454.16,0.00,1957,08/09/2024,Vinyl in wet areas,,Approved,The Standard at 2690,Building Improvements
T4-480494,07/08/2024,07/08/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",308,Elite Flooring,"1,830.28",0.00,1957,08/09/2024,Vinyl throughout 2x2,,Approved,The Standard at 2690,Building Improvements
T4-480506,07/08/2024,07/08/2024,1405 - Building Improvements,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",9b-269,Elite Flooring,975.75,0.00,1126,07/23/2024,Carpet (Full Apartment 2nd Floor) - Elite,,Approved,Grove at Temple Terrace,Building Improvements
T4-480483,07/08/2024,08/07/2024,1405 - Building Improvements,"The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",315,Elite Flooring,125.00,0.00,1960,08/17/2024,Vinyl repair,,Exempt,The Standard at 2690,Building Improvements
Master Bath Top,07/08/2024,07/08/2024,1405 - Building Improvements,"INFINITY MAJESTIC PH LLC - 9601 Collins Ave PH Bal Harbour, FL 33154",,MiaCucina LLC,"5,000.00",0.00,Wire Transfer By Ighal,07/10/2024,Master Bath Top,,Approved,INFINITY MAJESTIC PH LLC,Building Improvements
57920,07/08/2024,07/08/2024,1405 - Building Improvements,"Azure Villas - 3252 SW 52nd Ave Pembroke Park, FL 33023",134-3238,Zaso Stone Group,"4,540.35",0.00,ACH 12/27/24,12/27/2024,4 pallets tile for unit 3238 floor replacement (carpet removed),,Approved,Azure Villas,Building Improvements
007942821,07/09/2024,08/08/2024,1405 - Building Improvements,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",151,Chadwell Supply,657.72,0.00,9999,08/09/2024,30 GALLON SHORT BOY ELECTRIC WATER HEATER UNIT 151,,Approved,Castle Creek Apartments,Building Improvements
007943244,07/09/2024,08/08/2024,1405 - Building Improvements,"University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",30-060D,Chadwell Supply,327.93,0.00,9999,08/20/2024,"30""W X 18""D DELUXE WHITE VANITY BASE - TWO DOOR/31"" X 19"" CULTURED MARBLE VANITY TOP - WHITE",,Exempt,University Townhomes,Building Improvements
