Date,GL Account,Credit,Debit,Property Name
05/08/2025,1150 - OPERATING CASH IN BANK,,94.00,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,315.00",Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,535.00",Parc Place Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Parc Place Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Parc Place Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Parc Place Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,000.00","Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,0.50,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,900.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,149.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,775.00",Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,75.00,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,59.40,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,575.00",Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,400.00",Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,50.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,35.87,,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,72.50,,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,39.13,,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,33.60,,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,10.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,65.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,195.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,"6,410.78",,Luna At Hollywood
05/08/2025,1150 - OPERATING CASH IN BANK,,515.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,"11,102.25",,Lakeside Condominiums
05/08/2025,1150 - OPERATING CASH IN BANK,"6,258.36",,South Bay Plantation
05/08/2025,1150 - OPERATING CASH IN BANK,9.50,,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,3.00,,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,"1,750.00",,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,85.00,,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,25.00,,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,9.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,3.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,200.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,250.00",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,96.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,10.50,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,4.50,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,263.48,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,9.36,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,23.76,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,151.32,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,270.58,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,49.19,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,7.53,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,55.73,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,141.74,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,6.94,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,182.52,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,107.39,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,172.02,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,583.80,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,12.26,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,,75.00,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"12,462.55",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"10,274.45",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"74,000.00",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,20.00,Castle Creek Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,"42,000.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,130.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,40.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,400.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,240.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,400.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,140.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Luna At Hollywood
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Luna At Hollywood
05/08/2025,1150 - OPERATING CASH IN BANK,,"2,275.00",Luna At Hollywood
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Luna At Hollywood
05/08/2025,1150 - OPERATING CASH IN BANK,126.52,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,97.43,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,436.99,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,239.34,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,34.12,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,351.86,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,497.59,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,408.96,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,768.06,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,836.36,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"1,137.61",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"1,395.15",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,97.43,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"1,362.70",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,363.27,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,116.87,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,109.35,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,107.82,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,248.33,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,88.15,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,666.50,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,611.68,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"2,616.48",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,433.66,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"1,195.92",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"2,186.38",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,666.50,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,,685.00,Clear Lake Palms
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,550.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,300.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,350.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,300.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,350.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,300.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,125.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,175.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,175.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,300.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,994.56,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"18,500.92",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,500.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,375.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,500.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,375.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,100.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,5.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,465.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,500.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,500.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,285.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,85.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,25.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,10.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,4.50,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,,90.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,102.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,463.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,5.00,Azure Villas
05/08/2025,1150 - OPERATING CASH IN BANK,293.91,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,500.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,70.00,Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,317.43,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,653.92,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"1,925.00",,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,268.75,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,400.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,150.00,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,9.60,Midway Manor Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,50.00,Midway Manor Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,4.00,Midway Manor Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,0.40,Midway Manor Apartments
05/08/2025,1150 - OPERATING CASH IN BANK,,8.50,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,950.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,"Infinity Magnolia 2, LLC"
05/08/2025,1150 - OPERATING CASH IN BANK,230.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"4,714.95",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,178.74",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,560.61,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,618.13,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,178.74",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,178.74",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,178.74",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,643.93,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,247.24,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,366.90,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,370.76,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,378.40,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,365.93,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,382.09,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,366.72,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,289.72,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,380.13,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,355.61,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,330.89,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,390.83,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,385.97,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,348.70,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,382.14,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,230.05,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,88.15,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,643.93,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,110.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,75.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,175.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,322.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,215.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,252.63,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,134.38,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,322.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,290.25,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,360.13,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,193.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,153.73,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,107.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,107.50,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,86.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,241.88,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,850.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,600.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,600.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,450.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,370.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,370.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,206.12,,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,55.14,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"2,500.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,200.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,300.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,000.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,500.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,250.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"2,000.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,400.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,,70.00,Laguna Place
05/08/2025,1150 - OPERATING CASH IN BANK,130.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,165.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,200.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,130.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,190.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,190.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,190.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,190.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,70.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,165.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,130.00,,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"1,200.00",,University Townhomes
05/08/2025,1150 - OPERATING CASH IN BANK,"61,240.96",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,"49,602.45",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,"30,296.10",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,"4,940.00",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,"43,755.99",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,,"1,075.00",Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,9.50,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,3.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,,150.00,Infinity Magnolia LLC
05/08/2025,1150 - OPERATING CASH IN BANK,"11,279.32",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,105.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,140.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,155.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,125.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,350.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,300.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,155.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,135.00,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,"1,138.47",,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,171.48,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,200.52,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,167.76,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,344.29,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,15.17,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,847.97,,Buena Vista
05/08/2025,1150 - OPERATING CASH IN BANK,52.27,,Buena Vista
